year,bulk_tx_nominal,bulk_tx_real,sub_tx_and_dist_nominal,sub_tx_and_dist_real
2026,0.0,0.0,0.0,0.0
2027,0.0,0.0,2.2503,2.2062
2028,0.0,0.0,2.9835,2.8677
2029,0.0,0.0,6.8198,6.4264
2030,0.0,0.0,14.1754,13.0959
2031,0.0,0.0,20.31,18.3954
2032,0.0,0.0,34.4045,30.5502
2033,0.0,0.0,69.4936,60.4984
2034,0.0,0.0,123.5441,105.4437
2035,0.0,0.0,216.3192,181.0062
