subclass,group_col,cross_subsidy_col,state,upgrade,winter_months,base_fixed_charge,fixed_charge_floor,mc_seasonal_ratio,class_customer_count,subclass_customer_count,class_current_bill,subclass_current_bill,subclass_cross_subsidy,subclass_fair_bill,class_annual_kwh,class_winter_kwh,class_summer_kwh,subclass_annual_kwh,subclass_winter_kwh,subclass_summer_kwh,class_energy_revenue,subclass_energy_revenue,base_flat_rate,feasible_fixed_charge_min,feasible_fixed_charge_max,feasible_fixed_charge_range_exists,winter_rate_at_zero_fixed_charge,winter_rate_per_fixed_charge_dollar,summer_rate_at_zero_fixed_charge,summer_rate_per_fixed_charge_dollar,fixed_charge_only_discriminant,fixed_charge_only_fixed_charge,fixed_charge_only_feasible,fixed_charge_only_residual_cross_subsidy_after_clipping,seasonal_rates_only_discriminant,seasonal_rates_only_fixed_charge,seasonal_rates_only_feasible,seasonal_rates_only_winter_rate,seasonal_rates_only_summer_rate,seasonal_rates_only_clipped_winter_rate,seasonal_rates_only_clipped_summer_rate,seasonal_rates_only_residual_cross_subsidy_after_clipping,fixed_plus_seasonal_mc_discriminant,fixed_plus_seasonal_mc_fixed_charge,fixed_plus_seasonal_mc_feasible,fixed_plus_seasonal_mc_winter_rate,fixed_plus_seasonal_mc_summer_rate,fixed_plus_seasonal_mc_clipped_winter_rate,fixed_plus_seasonal_mc_clipped_summer_rate,fixed_plus_seasonal_mc_residual_cross_subsidy_after_clipping
true,has_hp,BAT_percustomer,ny,00,"1,2,3,10,11,12",19.89,0.0,0.30904994367254973,792299.9999999999,27112.92775665407,913708327.5400138,59876243.12652537,28336034.460449398,31540208.666075975,6946266343.872022,3925667820.732258,3020598523.139764,522751335.0327044,378676463.67135656,144074871.36134785,724602163.5400138,53404929.52956718,0.10431534405231321,93.97528637477514,95.64224544614427,true,-0.06290145044396583,0.0006693403433016816,0.38424124177179586,-0.004017484532900897,2710107182238383.0,95.40418172783353,true,0.0,-5.782394806341051e+17,19.89,false,-0.04958827101569538,0.304333474412397,0.0,0.23988694889078652,9492786.233588517,1104983099490090.0,95.05836484822198,true,0.0007249481172395466,0.0023457312712137457,0.0007249481172395466,0.0023457312712137457,0.0
