subclass,group_col,cross_subsidy_col,state,upgrade,winter_months,base_fixed_charge,fixed_charge_floor,mc_seasonal_ratio,class_customer_count,subclass_customer_count,class_current_bill,subclass_current_bill,subclass_cross_subsidy,subclass_fair_bill,class_annual_kwh,class_winter_kwh,class_summer_kwh,subclass_annual_kwh,subclass_winter_kwh,subclass_summer_kwh,class_energy_revenue,subclass_energy_revenue,base_flat_rate,feasible_fixed_charge_min,feasible_fixed_charge_max,feasible_fixed_charge_range_exists,winter_rate_at_zero_fixed_charge,winter_rate_per_fixed_charge_dollar,summer_rate_at_zero_fixed_charge,summer_rate_per_fixed_charge_dollar,fixed_charge_only_discriminant,fixed_charge_only_fixed_charge,fixed_charge_only_feasible,fixed_charge_only_residual_cross_subsidy_after_clipping,seasonal_rates_only_discriminant,seasonal_rates_only_fixed_charge,seasonal_rates_only_feasible,seasonal_rates_only_winter_rate,seasonal_rates_only_summer_rate,seasonal_rates_only_clipped_winter_rate,seasonal_rates_only_clipped_summer_rate,seasonal_rates_only_residual_cross_subsidy_after_clipping
true,has_hp,BAT_percustomer,ny,00,"1,2,3,10,11,12",19.89,0.0,,792299.9999999999,27112.92775665407,1617781931.6200142,114457759.74666612,39362277.11394039,75095482.63272573,6946266343.872022,3925667820.732258,3020598523.139764,522751335.0327044,378676463.67135656,144074871.36134785,1428675767.6200142,107986446.14970793,0.20567535088549957,16.144160026604336,136.80873654105696,true,-0.010805937614524632,0.0006693403433016816,0.5496269830194102,-0.004017484532900897,2710107182238383.0,119.57624520590498,true,0.0,-5.782394806341051e+17,19.89,true,0.0025072418137457946,0.4697192156600113,0.0025072418137457946,0.4697192156600113,0.0
