subclass,group_col,cross_subsidy_col,state,upgrade,winter_months,base_fixed_charge,fixed_charge_floor,mc_seasonal_ratio,class_customer_count,subclass_customer_count,class_current_bill,subclass_current_bill,subclass_cross_subsidy,subclass_fair_bill,class_annual_kwh,class_winter_kwh,class_summer_kwh,subclass_annual_kwh,subclass_winter_kwh,subclass_summer_kwh,class_energy_revenue,subclass_energy_revenue,base_flat_rate,feasible_fixed_charge_min,feasible_fixed_charge_max,feasible_fixed_charge_range_exists,winter_rate_at_zero_fixed_charge,winter_rate_per_fixed_charge_dollar,summer_rate_at_zero_fixed_charge,summer_rate_per_fixed_charge_dollar,fixed_charge_only_discriminant,fixed_charge_only_fixed_charge,fixed_charge_only_feasible,fixed_charge_only_residual_cross_subsidy_after_clipping,seasonal_rates_only_discriminant,seasonal_rates_only_fixed_charge,seasonal_rates_only_feasible,seasonal_rates_only_winter_rate,seasonal_rates_only_summer_rate,seasonal_rates_only_clipped_winter_rate,seasonal_rates_only_clipped_summer_rate,seasonal_rates_only_residual_cross_subsidy_after_clipping,fixed_plus_seasonal_mc_discriminant,fixed_plus_seasonal_mc_fixed_charge,fixed_plus_seasonal_mc_feasible,fixed_plus_seasonal_mc_winter_rate,fixed_plus_seasonal_mc_summer_rate,fixed_plus_seasonal_mc_clipped_winter_rate,fixed_plus_seasonal_mc_clipped_summer_rate,fixed_plus_seasonal_mc_residual_cross_subsidy_after_clipping
electric_heating,heating_type_v2,BAT_percustomer,ny,00,"1,2,3,10,11,12",19.89,0.0,1.3093119916080358,792299.9999999999,103287.34383487236,1617781931.6200144,463229045.79386264,171340739.58633766,291888306.207525,6946266343.872022,3925667820.732258,3020598523.139764,2114841286.5024636,1609506761.717824,505334524.7846396,1428675767.6200144,438576422.5673553,0.2056753508854996,0.0,139.69440556339552,true,0.022292769628821197,0.0003685478954778733,0.5066108294532683,-0.0036265649108142726,1.1497528212813486e+16,121.22763068458676,true,0.0,-2.877898264776236e+18,19.89,true,0.029623187269876113,0.43447845337717245,0.029623187269876113,0.43447845337717245,0.0,1.472578185625968e+16,125.27600202860974,true,0.06846297653034711,0.05228927632921476,0.06846297653034711,0.05228927632921476,0.0
