total_annual_bills,total_comfort_penalty,total_switching_costs,total_realized_savings,net_annual_benefit,tou_adoption_rate_percent,annual_switches,average_monthly_bill
147.47522941203246,0.0,3.0,57.09986328075173,54.09986328075173,91.66666666666666,1,12.289602451002706
