year,bulk_tx_nominal,bulk_tx_real,sub_tx_and_dist_nominal,sub_tx_and_dist_real
2026,0.0,0.0,0.0,0.0
2027,0.0,0.0,0.0,0.0
2028,0.0,0.0,3.9796,3.8251
2029,0.0,0.0,3.7675,3.5502
2030,0.0,0.0,5.4789,5.0617
2031,0.0,0.0,5.9605,5.3986
2032,0.0,0.0,14.6154,12.9781
2033,0.0,0.0,44.9517,39.1332
2034,0.0,0.0,51.3062,43.7893
2035,0.0,0.0,40.7426,34.0916
