total_annual_bills,total_comfort_penalty,total_switching_costs,total_realized_savings,net_annual_benefit,tou_adoption_rate_percent,annual_switches,average_monthly_bill
170.46382764574747,0.0,3.0,281.0439222914113,278.0439222914113,91.66666666666666,1,14.205318970478956
