Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t
Cambium23,Decarb95by2050,2022$,2012,Sunday,p127,NY,NYISO,usa,ET,2050
Metric definitions and scenario descriptions: 2023 Cambium Documentation (https://www.nrel.gov/docs/fy24osti/88507.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,unitless,unitless,fraction,fraction,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,marg_gen_tech,marg_es_tech,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,h2-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2050-01-01 00:00:00,2050-01-01 00:00:00,24807.1,0.0,0.0,144.3,24951.4,23959.3,17827.7,10667.8,4077.4,0.0342,0.0495,nuclear,nuclear,1.0,1.0,0.0,0.0,0.0,1.7,3.7,0.03,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,22.0,0.21,0.0,10.0,10.0,12.74,0.0,-0.64,12.11,13.41,0.0,-0.67,12.74,0.0,0.0,0.0,18361.0,7123.7,0.0,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2915.9,0.0,1444.5,0.0,0.0,6799.7,324.0
2050-01-01 01:00:00,2050-01-01 01:00:00,23404.0,0.0,0.0,143.9,23547.8,22623.7,16486.5,10734.1,4033.1,0.0333,0.0467,nuclear,nuclear,1.0,1.0,0.0,0.0,0.0,1.9,4.0,0.04,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,21.9,0.21,0.0,9.9,9.9,10.8,0.0,-0.6,10.2,11.33,0.0,-0.63,10.7,0.0,0.0,0.0,16846.8,7061.4,0.0,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2908.5,0.0,0.0,0.0,0.0,6601.3,460.1
2050-01-01 02:00:00,2050-01-01 02:00:00,22236.6,0.0,0.0,129.5,22366.1,21509.6,15603.9,9921.7,3313.4,0.0327,0.0444,nuclear,nuclear,1.0,1.0,0.0,0.0,0.0,1.5,3.3,0.03,0.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,21.9,0.21,0.0,9.9,9.9,10.8,0.0,-0.57,10.23,11.31,0.0,-0.6,10.71,0.0,0.0,0.0,15757.8,6762.2,0.0,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2118.7,0.0,0.0,0.0,0.0,6035.5,726.7
2050-01-01 03:00:00,2050-01-01 03:00:00,21564.0,0.0,0.0,111.9,21675.8,20866.3,15321.1,7867.9,3527.5,0.0324,0.0431,biomass,biomass,1.0,1.0,0.0,0.0,0.0,1.8,3.9,0.03,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,44.4,0.16,0.0,37.8,37.8,12.74,0.0,-0.55,12.19,13.32,0.0,-0.58,12.74,0.0,0.0,0.0,17335.5,6354.7,4.4,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2915.9,0.0,1183.5,0.0,0.0,5655.3,699.4
2050-01-01 04:00:00,2050-01-01 04:00:00,21144.0,0.0,0.0,102.8,21246.8,20464.2,14331.0,6608.1,4145.9,0.0321,0.0422,battery,nuclear,1.0,1.0,0.0,0.0,0.0,1.7,3.6,0.03,0.0,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,24.0,0.23,0.0,10.9,10.9,12.74,0.0,12.34,25.08,13.31,0.0,12.88,26.18,0.0,0.0,0.0,18784.6,6915.8,755.8,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2915.9,0.0,1320.2,0.0,0.0,6216.4,699.4
2050-01-01 05:00:00,2050-01-01 05:00:00,21350.3,0.0,0.0,108.2,21458.5,20661.8,13043.9,5450.1,6227.9,0.0322,0.0426,biomass,biomass,1.0,1.0,0.0,0.0,0.0,1.4,3.1,0.03,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,44.4,0.16,0.0,37.7,37.7,12.74,0.0,-0.55,12.19,13.31,0.0,-0.57,12.74,0.0,0.0,0.0,22236.2,8414.5,2270.2,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2915.9,0.0,1758.7,0.0,0.0,7306.5,1108.0
2050-01-01 06:00:00,2050-01-01 06:00:00,22294.5,0.0,0.0,111.4,22405.9,21564.9,11768.0,5028.6,7220.2,0.0327,0.0445,nuclear,nuclear,1.0,1.0,0.0,0.0,0.0,1.3,2.8,0.02,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,21.9,0.21,0.0,9.9,9.9,12.74,0.0,-0.57,12.17,13.34,0.0,-0.6,12.74,0.0,0.0,0.0,24597.5,10637.9,2408.1,127.4,0.0,3010.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.1,2915.9,0.0,1758.7,0.0,0.0,8975.0,1662.9
2050-01-01 07:00:00,2050-01-01 07:00:00,23269.2,0.0,0.0,101.6,23370.8,22495.3,9331.4,4722.0,6528.4,0.0333,0.0465,phs,nuclear,1.0,1.0,0.0,0.0,0.0,0.9,1.9,0.02,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,21.8,0.21,0.0,9.9,9.9,12.74,0.0,12.28,25.02,13.37,0.0,12.88,26.24,0.0,0.0,0.0,25177.2,14039.4,1606.8,127.4,0.0,3010.4,0.0,0.0,0.0,65.7,0.0,0.0,0.0,0.0,3739.1,1950.5,0.0,703.5,0.0,544.1,11212.3,2217.3
