total_annual_bills,total_comfort_penalty,total_switching_costs,total_realized_savings,net_annual_benefit,tou_adoption_rate_percent,annual_switches,average_monthly_bill
158.96952852888995,0.0,3.0,169.0718927860815,166.0718927860815,91.66666666666666,1,13.24746071074083
