year,bulk_tx_nominal,bulk_tx_real,sub_tx_and_dist_nominal,sub_tx_and_dist_real
2025,0.0,0.0,60.12,60.12
2026,0.0,0.0,50.09,49.06
2027,0.0,0.0,52.28,50.15
2028,0.0,0.0,60.7,57.03
2029,0.0,0.0,65.74,60.5
2030,0.0,0.0,51.24,46.18
2031,0.0,0.0,52.31,46.18
2032,0.0,0.0,53.41,46.18
