monthly_bills,monthly_comfort_penalties
30.871364372321423,0.0
28.77328294233098,0.0
39.49151283628971,0.0
25.96449295208217,0.0
27.13413449764272,0.0
22.611207796748804,0.0
21.25764732575269,0.0
22.692055072915036,0.0
22.391402913871794,0.0
26.031324265052447,0.0
28.07278128571714,0.0
32.52355573690501,0.0
