Project,Scenario,Dollar_year,Weather_year,Start_day,r,state,gea,country,tz,t,,
Cambium24,MidCase,$2023.00,2012,Sunday,p133,RI,ISONE,usa,ET,2025,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/analysis/cambium.html),,,,,,,,,,,,
Time,Time,Load,Load,Load,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost
Datetime,Datetime,MWh,MWh,MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh
timestamp,timestamp_local,busbar_load_for_enduse,busbar_load,net_load_busbar,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse
1/1/2025 0:00,1/1/2025 0:00,837.9,857.7,815.6,34.97,0.0,0.0,34.97,36.55,0.0,0.0,36.55
1/1/2025 1:00,1/1/2025 1:00,774.7,830.8,788.7,34.97,0.0,0.0,34.97,36.43,0.0,0.0,36.43
1/1/2025 2:00,1/1/2025 2:00,732.6,734.7,696.6,34.97,0.0,0.0,34.97,36.34,0.0,0.0,36.34
1/1/2025 3:00,1/1/2025 3:00,720.0,722.1,687.1,34.97,0.0,0.0,34.97,36.32,0.0,0.0,36.32
1/1/2025 4:00,1/1/2025 4:00,710.5,712.6,681.1,34.97,0.0,0.0,34.97,36.3,0.0,0.0,36.3
1/1/2025 5:00,1/1/2025 5:00,720.0,776.0,751.8,34.97,0.0,0.0,34.97,36.32,0.0,0.0,36.32
1/1/2025 6:00,1/1/2025 6:00,755.8,758.0,744.1,35.83,0.0,0.0,35.83,37.29,0.0,0.0,37.29
1/1/2025 7:00,1/1/2025 7:00,775.8,777.7,634.3,35.83,0.0,0.0,35.83,37.33,0.0,0.0,37.33
1/1/2025 8:00,1/1/2025 8:00,808.4,814.8,435.7,34.97,0.0,0.0,34.97,36.49,0.0,0.0,36.49
1/1/2025 9:00,1/1/2025 9:00,840.0,841.5,456.2,35.83,0.0,0.0,35.83,37.46,0.0,0.0,37.46
1/1/2025 10:00,1/1/2025 10:00,884.2,885.9,551.6,36.28,0.0,0.0,36.28,38.02,0.0,0.0,38.02
1/1/2025 11:00,1/1/2025 11:00,870.5,872.3,559.1,36.28,0.0,0.0,36.28,37.99,0.0,0.0,37.99
1/1/2025 12:00,1/1/2025 12:00,880.0,881.7,537.1,36.28,0.0,0.0,36.28,38.01,0.0,0.0,38.01
1/1/2025 13:00,1/1/2025 13:00,897.9,899.5,500.3,36.28,0.0,0.0,36.28,38.05,0.0,0.0,38.05
1/1/2025 14:00,1/1/2025 14:00,872.6,874.5,627.7,36.28,0.0,0.0,36.28,38.0,0.0,0.0,38.0
1/1/2025 15:00,1/1/2025 15:00,880.0,882.4,850.2,38.66,0.0,0.0,38.66,40.51,0.0,0.0,40.51
1/1/2025 16:00,1/1/2025 16:00,973.7,975.3,940.5,41.17,0.0,0.0,41.17,43.35,0.0,0.0,43.35
1/1/2025 17:00,1/1/2025 17:00,1068.4,1068.7,1029.6,41.18,0.0,0.0,41.18,43.58,0.0,0.0,43.58
1/1/2025 18:00,1/1/2025 18:00,1077.9,1078.6,1035.1,41.17,0.0,0.0,41.17,43.6,0.0,0.0,43.6
1/1/2025 19:00,1/1/2025 19:00,1043.2,1044.6,996.1,41.17,0.0,0.0,41.17,43.52,0.0,0.0,43.52
1/1/2025 20:00,1/1/2025 20:00,1016.8,1019.2,969.7,38.66,0.0,0.0,38.66,40.81,0.0,0.0,40.81
1/1/2025 21:00,1/1/2025 21:00,937.9,940.3,890.3,38.66,0.0,0.0,38.66,40.63,0.0,0.0,40.63
1/1/2025 22:00,1/1/2025 22:00,874.7,877.1,828.0,38.66,0.0,0.0,38.66,40.49,0.0,0.0,40.49
1/1/2025 23:00,1/1/2025 23:00,788.4,827.5,778.4,34.97,0.0,0.0,34.97,36.45,0.0,0.0,36.45
1/2/2025 0:00,1/2/2025 0:00,726.3,728.3,679.0,35.83,0.0,0.0,35.83,37.23,0.0,0.0,37.23
1/2/2025 1:00,1/2/2025 1:00,695.8,697.7,648.6,35.83,0.0,0.0,35.83,37.17,0.0,0.0,37.17
1/2/2025 2:00,1/2/2025 2:00,670.5,672.4,623.7,35.83,0.0,0.0,35.83,37.12,0.0,0.0,37.12
1/2/2025 3:00,1/2/2025 3:00,664.2,666.1,616.9,35.83,0.0,0.0,35.83,37.1,0.0,0.0,37.1
1/2/2025 4:00,1/2/2025 4:00,656.8,658.7,609.2,35.83,0.0,0.0,35.83,37.09,0.0,0.0,37.09
1/2/2025 5:00,1/2/2025 5:00,692.6,694.6,646.1,35.83,0.0,0.0,35.83,37.16,0.0,0.0,37.16
1/2/2025 6:00,1/2/2025 6:00,761.1,763.2,715.0,35.83,0.0,0.0,35.83,37.3,0.0,0.0,37.3
1/2/2025 7:00,1/2/2025 7:00,793.7,795.5,601.1,35.83,0.0,0.0,35.83,37.36,0.0,0.0,37.36
1/2/2025 8:00,1/2/2025 8:00,851.6,853.4,611.4,35.83,0.0,0.0,35.83,37.48,0.0,0.0,37.48
1/2/2025 9:00,1/2/2025 9:00,914.7,916.3,499.7,35.83,0.0,0.0,35.83,37.61,0.0,0.0,37.61
1/2/2025 10:00,1/2/2025 10:00,958.9,960.7,586.3,35.83,0.0,0.0,35.83,37.7,0.0,0.0,37.7
1/2/2025 11:00,1/2/2025 11:00,958.9,961.0,697.4,36.28,0.0,0.0,36.28,38.18,0.0,0.0,38.18
1/2/2025 12:00,1/2/2025 12:00,971.6,973.4,580.1,36.28,0.0,0.0,36.28,38.2,0.0,0.0,38.2
1/2/2025 13:00,1/2/2025 13:00,983.2,985.1,659.6,36.28,0.0,0.0,36.28,38.23,0.0,0.0,38.23
1/2/2025 14:00,1/2/2025 14:00,951.6,953.8,759.8,36.28,0.0,0.0,36.28,38.16,0.0,0.0,38.16
1/2/2025 15:00,1/2/2025 15:00,985.3,987.6,909.0,38.66,0.0,0.0,38.66,40.74,0.0,0.0,40.74
1/2/2025 16:00,1/2/2025 16:00,1074.7,1075.8,1030.6,41.17,0.0,0.0,41.17,43.59,0.0,0.0,43.59
1/2/2025 17:00,1/2/2025 17:00,1187.4,1187.6,1143.1,41.6,0.0,0.0,41.6,44.32,0.0,0.0,44.32
1/2/2025 18:00,1/2/2025 18:00,1197.9,1198.2,1155.5,41.6,0.0,0.0,41.6,44.35,0.0,0.0,44.35
1/2/2025 19:00,1/2/2025 19:00,1162.1,1162.2,1119.1,41.6,0.0,0.0,41.6,44.26,0.0,0.0,44.26
1/2/2025 20:00,1/2/2025 20:00,1120.0,1120.1,1078.7,41.59,0.0,0.0,41.59,44.14,0.0,0.0,44.14
1/2/2025 21:00,1/2/2025 21:00,1048.4,1048.9,1010.0,41.17,0.0,0.0,41.17,43.53,0.0,0.0,43.53
1/2/2025 22:00,1/2/2025 22:00,942.1,944.5,906.1,38.66,0.0,0.0,38.66,40.64,0.0,0.0,40.64
1/2/2025 23:00,1/2/2025 23:00,855.8,858.2,820.4,38.66,0.0,0.0,38.66,40.45,0.0,0.0,40.45
1/3/2025 0:00,1/3/2025 0:00,794.7,796.5,761.0,38.96,0.0,0.0,38.96,40.63,0.0,0.0,40.63
1/3/2025 1:00,1/3/2025 1:00,771.6,773.7,741.2,38.66,0.0,0.0,38.66,40.27,0.0,0.0,40.27
1/3/2025 2:00,1/3/2025 2:00,758.9,761.1,733.7,38.66,0.0,0.0,38.66,40.24,0.0,0.0,40.24
1/3/2025 3:00,1/3/2025 3:00,752.6,754.3,729.4,38.96,0.0,0.0,38.96,40.54,0.0,0.0,40.54
1/3/2025 4:00,1/3/2025 4:00,784.2,785.8,762.2,40.57,0.0,0.0,40.57,42.28,0.0,0.0,42.28
1/3/2025 5:00,1/3/2025 5:00,848.4,849.0,824.4,41.17,0.0,0.0,41.17,43.06,0.0,0.0,43.06
1/3/2025 6:00,1/3/2025 6:00,990.5,990.9,962.6,41.59,0.0,0.0,41.59,43.83,0.0,0.0,43.83
1/3/2025 7:00,1/3/2025 7:00,1081.1,1081.6,904.0,41.59,0.0,0.0,41.59,44.05,0.0,0.0,44.05
1/3/2025 8:00,1/3/2025 8:00,1106.3,1107.4,681.7,41.59,0.0,0.0,41.59,44.11,0.0,0.0,44.11
1/3/2025 9:00,1/3/2025 9:00,1107.4,1108.3,741.2,41.59,0.0,0.0,41.59,44.11,0.0,0.0,44.11
1/3/2025 10:00,1/3/2025 10:00,1123.2,1123.8,829.5,41.59,0.0,0.0,41.59,44.15,0.0,0.0,44.15
1/3/2025 11:00,1/3/2025 11:00,1126.3,1127.1,775.2,41.59,0.0,0.0,41.59,44.16,0.0,0.0,44.16
1/3/2025 12:00,1/3/2025 12:00,1110.5,1111.5,732.4,41.59,0.0,0.0,41.59,44.12,0.0,0.0,44.12
1/3/2025 13:00,1/3/2025 13:00,1126.3,1126.3,729.1,41.17,0.0,0.0,41.17,43.72,0.0,0.0,43.72
1/3/2025 14:00,1/3/2025 14:00,1107.4,1108.3,750.1,41.59,0.0,0.0,41.59,44.11,0.0,0.0,44.11
1/3/2025 15:00,1/3/2025 15:00,1106.3,1106.6,1008.1,41.59,0.0,0.0,41.59,44.11,0.0,0.0,44.11
1/3/2025 16:00,1/3/2025 16:00,1231.6,1231.9,1183.0,51.56,0.0,0.0,51.56,55.06,0.0,0.0,55.06
1/3/2025 17:00,1/3/2025 17:00,1343.2,1343.9,1294.5,60.62,0.0,0.0,60.62,65.14,0.0,0.0,65.14
1/3/2025 18:00,1/3/2025 18:00,1357.9,1358.7,1308.9,75.43,0.0,0.0,75.43,81.12,0.0,0.0,81.12
1/3/2025 19:00,1/3/2025 19:00,1330.5,1331.2,1282.0,75.85,0.0,0.0,75.85,81.45,0.0,0.0,81.45
1/3/2025 20:00,1/3/2025 20:00,1302.1,1302.8,1253.7,51.56,0.0,0.0,51.56,55.28,0.0,0.0,55.28
1/3/2025 21:00,1/3/2025 21:00,1233.7,1234.1,1184.7,51.56,0.0,0.0,51.56,55.07,0.0,0.0,55.07
1/3/2025 22:00,1/3/2025 22:00,1111.6,1111.7,1062.1,41.59,0.0,0.0,41.59,44.12,0.0,0.0,44.12
1/3/2025 23:00,1/3/2025 23:00,1018.9,1019.3,970.0,41.59,0.0,0.0,41.59,43.9,0.0,0.0,43.9
1/4/2025 0:00,1/4/2025 0:00,951.6,1007.6,958.8,38.96,0.0,0.0,38.96,40.98,0.0,0.0,40.98
1/4/2025 1:00,1/4/2025 1:00,918.9,974.9,926.3,38.96,0.0,0.0,38.96,40.9,0.0,0.0,40.9
1/4/2025 2:00,1/4/2025 2:00,892.6,948.5,900.2,38.96,0.0,0.0,38.96,40.85,0.0,0.0,40.85
1/4/2025 3:00,1/4/2025 3:00,893.7,940.5,894.4,38.96,0.0,0.0,38.96,40.85,0.0,0.0,40.85
1/4/2025 4:00,1/4/2025 4:00,921.1,977.0,931.3,38.96,0.0,0.0,38.96,40.91,0.0,0.0,40.91
1/4/2025 5:00,1/4/2025 5:00,1000.0,1001.9,957.5,40.57,0.0,0.0,40.57,42.78,0.0,0.0,42.78
1/4/2025 6:00,1/4/2025 6:00,1126.3,1126.4,1083.3,41.59,0.0,0.0,41.59,44.16,0.0,0.0,44.16
1/4/2025 7:00,1/4/2025 7:00,1230.5,1230.8,1036.7,49.91,0.0,0.0,49.91,53.29,0.0,0.0,53.29
1/4/2025 8:00,1/4/2025 8:00,1230.5,1241.1,811.1,41.59,0.0,0.0,41.59,44.41,0.0,0.0,44.41
1/4/2025 9:00,1/4/2025 9:00,1232.6,1233.4,792.7,41.59,0.0,0.0,41.59,44.42,0.0,0.0,44.42
1/4/2025 10:00,1/4/2025 10:00,1236.8,1237.5,858.1,41.59,0.0,0.0,41.59,44.43,0.0,0.0,44.43
1/4/2025 11:00,1/4/2025 11:00,1207.4,1208.0,858.0,41.59,0.0,0.0,41.59,44.36,0.0,0.0,44.36
1/4/2025 12:00,1/4/2025 12:00,1191.6,1245.6,863.1,41.59,0.0,0.0,41.59,44.32,0.0,0.0,44.32
1/4/2025 13:00,1/4/2025 13:00,1178.9,1179.8,781.9,41.59,0.0,0.0,41.59,44.29,0.0,0.0,44.29
1/4/2025 14:00,1/4/2025 14:00,1160.0,1160.3,980.3,48.07,0.0,0.0,48.07,51.13,0.0,0.0,51.13
1/4/2025 15:00,1/4/2025 15:00,1165.3,1165.5,1145.0,49.57,0.0,0.0,49.57,52.75,0.0,0.0,52.75
1/4/2025 16:00,1/4/2025 16:00,1274.7,1275.4,1261.8,58.19,0.0,0.0,58.19,62.3,0.0,0.0,62.3
1/4/2025 17:00,1/4/2025 17:00,1366.3,1367.2,1352.1,70.55,0.0,0.0,70.55,75.91,0.0,0.0,75.91
1/4/2025 18:00,1/4/2025 18:00,1364.2,1365.1,1346.8,69.71,0.0,0.0,69.71,74.99,0.0,0.0,74.99
1/4/2025 19:00,1/4/2025 19:00,1330.5,1331.3,1304.4,58.19,0.0,0.0,58.19,62.49,0.0,0.0,62.49
1/4/2025 20:00,1/4/2025 20:00,1262.1,1262.7,1229.2,54.53,0.0,0.0,54.53,58.34,0.0,0.0,58.34
1/4/2025 21:00,1/4/2025 21:00,1189.5,1189.7,1151.4,49.57,0.0,0.0,49.57,52.82,0.0,0.0,52.82
1/4/2025 22:00,1/4/2025 22:00,1087.4,1087.5,1046.8,41.59,0.0,0.0,41.59,44.06,0.0,0.0,44.06
1/4/2025 23:00,1/4/2025 23:00,966.3,1012.0,973.0,41.17,0.0,0.0,41.17,43.34,0.0,0.0,43.34
1/5/2025 0:00,1/5/2025 0:00,909.5,963.3,924.7,41.59,0.0,0.0,41.59,43.64,0.0,0.0,43.64
1/5/2025 1:00,1/5/2025 1:00,866.3,920.2,882.3,41.59,0.0,0.0,41.59,43.54,0.0,0.0,43.54
1/5/2025 2:00,1/5/2025 2:00,845.3,899.2,862.5,41.59,0.0,0.0,41.59,43.49,0.0,0.0,43.49
1/5/2025 3:00,1/5/2025 3:00,844.2,898.2,864.9,41.59,0.0,0.0,41.59,43.48,0.0,0.0,43.48
1/5/2025 4:00,1/5/2025 4:00,858.9,859.2,829.6,41.59,0.0,0.0,41.59,43.52,0.0,0.0,43.52
1/5/2025 5:00,1/5/2025 5:00,926.3,926.8,901.2,41.59,0.0,0.0,41.59,43.68,0.0,0.0,43.68
1/5/2025 6:00,1/5/2025 6:00,1074.7,1075.0,1051.9,53.36,0.0,0.0,53.36,56.5,0.0,0.0,56.5
1/5/2025 7:00,1/5/2025 7:00,1152.6,1152.7,1119.4,64.03,0.0,0.0,64.03,68.09,0.0,0.0,68.09
1/5/2025 8:00,1/5/2025 8:00,1158.9,1159.2,1074.6,53.36,0.0,0.0,53.36,56.76,0.0,0.0,56.76
1/5/2025 9:00,1/5/2025 9:00,1174.7,1174.9,1057.7,53.36,0.0,0.0,53.36,56.81,0.0,0.0,56.81
1/5/2025 10:00,1/5/2025 10:00,1173.7,1174.1,952.3,53.36,0.0,0.0,53.36,56.81,0.0,0.0,56.81
1/5/2025 11:00,1/5/2025 11:00,1166.3,1167.0,814.4,53.13,0.0,0.0,53.13,56.53,0.0,0.0,56.53
1/5/2025 12:00,1/5/2025 12:00,1122.1,1122.7,851.1,53.13,0.0,0.0,53.13,56.4,0.0,0.0,56.4
1/5/2025 13:00,1/5/2025 13:00,1117.9,1118.5,859.7,53.13,0.0,0.0,53.13,56.38,0.0,0.0,56.38
1/5/2025 14:00,1/5/2025 14:00,1111.6,1160.3,966.4,45.33,0.0,0.0,45.33,48.09,0.0,0.0,48.09
1/5/2025 15:00,1/5/2025 15:00,1107.4,1107.6,1019.5,53.13,0.0,0.0,53.13,56.35,0.0,0.0,56.35
1/5/2025 16:00,1/5/2025 16:00,1200.0,1200.0,1158.5,53.38,0.0,0.0,53.38,56.91,0.0,0.0,56.91
1/5/2025 17:00,1/5/2025 17:00,1273.7,1274.4,1227.9,63.12,0.0,0.0,63.12,67.56,0.0,0.0,67.56
1/5/2025 18:00,1/5/2025 18:00,1290.5,1291.2,1243.1,64.66,0.0,0.0,64.66,69.28,0.0,0.0,69.28
1/5/2025 19:00,1/5/2025 19:00,1270.5,1271.2,1223.2,58.81,0.0,0.0,58.81,62.94,0.0,0.0,62.94
1/5/2025 20:00,1/5/2025 20:00,1218.9,1219.2,1172.9,53.38,0.0,0.0,53.38,56.97,0.0,0.0,56.97
1/5/2025 21:00,1/5/2025 21:00,1136.8,1136.9,1095.3,41.59,0.0,0.0,41.59,44.18,0.0,0.0,44.18
1/5/2025 22:00,1/5/2025 22:00,1029.5,1030.7,997.6,41.17,0.0,0.0,41.17,43.49,0.0,0.0,43.49
1/5/2025 23:00,1/5/2025 23:00,926.3,928.4,902.1,38.96,0.0,0.0,38.96,40.92,0.0,0.0,40.92
1/6/2025 0:00,1/6/2025 0:00,870.5,926.7,905.7,38.66,0.0,0.0,38.66,40.49,0.0,0.0,40.49
1/6/2025 1:00,1/6/2025 1:00,824.2,880.4,865.5,38.66,0.0,0.0,38.66,40.38,0.0,0.0,40.38
1/6/2025 2:00,1/6/2025 2:00,817.9,864.9,854.9,38.66,0.0,0.0,38.66,40.37,0.0,0.0,40.37
1/6/2025 3:00,1/6/2025 3:00,804.2,860.4,852.8,38.66,0.0,0.0,38.66,40.34,0.0,0.0,40.34
1/6/2025 4:00,1/6/2025 4:00,836.8,893.0,885.8,38.66,0.0,0.0,38.66,40.41,0.0,0.0,40.41
1/6/2025 5:00,1/6/2025 5:00,884.2,886.3,879.3,38.96,0.0,0.0,38.96,40.83,0.0,0.0,40.83
1/6/2025 6:00,1/6/2025 6:00,1024.2,1026.1,1013.8,49.21,0.0,0.0,49.21,51.96,0.0,0.0,51.96
1/6/2025 7:00,1/6/2025 7:00,1107.4,1109.2,1034.1,49.21,0.0,0.0,49.21,52.19,0.0,0.0,52.19
1/6/2025 8:00,1/6/2025 8:00,1108.4,1110.4,1036.5,49.21,0.0,0.0,49.21,52.2,0.0,0.0,52.2
1/6/2025 9:00,1/6/2025 9:00,1097.9,1099.0,683.8,49.21,0.0,0.0,49.21,52.17,0.0,0.0,52.17
1/6/2025 10:00,1/6/2025 10:00,1116.8,1118.1,733.0,49.21,0.0,0.0,49.21,52.22,0.0,0.0,52.22
1/6/2025 11:00,1/6/2025 11:00,1078.9,1080.1,721.5,49.21,0.0,0.0,49.21,52.11,0.0,0.0,52.11
1/6/2025 12:00,1/6/2025 12:00,1069.5,1070.9,795.8,42.04,0.0,0.0,42.04,44.5,0.0,0.0,44.5
1/6/2025 13:00,1/6/2025 13:00,1050.5,1051.9,798.0,42.04,0.0,0.0,42.04,44.45,0.0,0.0,44.45
1/6/2025 14:00,1/6/2025 14:00,1035.8,1037.5,940.7,49.21,0.0,0.0,49.21,51.99,0.0,0.0,51.99
1/6/2025 15:00,1/6/2025 15:00,1053.7,1055.6,1006.6,49.21,0.0,0.0,49.21,52.04,0.0,0.0,52.04
1/6/2025 16:00,1/6/2025 16:00,1128.4,1130.5,1082.8,49.21,0.0,0.0,49.21,52.25,0.0,0.0,52.25
1/6/2025 17:00,1/6/2025 17:00,1167.4,1169.4,1121.1,55.31,0.0,0.0,55.31,58.86,0.0,0.0,58.86
1/6/2025 18:00,1/6/2025 18:00,1163.2,1165.2,1116.4,52.93,0.0,0.0,52.93,56.32,0.0,0.0,56.32
1/6/2025 19:00,1/6/2025 19:00,1143.2,1145.2,1095.4,49.21,0.0,0.0,49.21,52.3,0.0,0.0,52.3
1/6/2025 20:00,1/6/2025 20:00,1108.4,1110.4,1060.8,49.21,0.0,0.0,49.21,52.2,0.0,0.0,52.2
1/6/2025 21:00,1/6/2025 21:00,1053.7,1055.8,1006.7,40.57,0.0,0.0,40.57,42.9,0.0,0.0,42.9
1/6/2025 22:00,1/6/2025 22:00,930.5,932.9,884.0,38.66,0.0,0.0,38.66,40.62,0.0,0.0,40.62
1/6/2025 23:00,1/6/2025 23:00,862.1,864.5,815.8,38.66,0.0,0.0,38.66,40.47,0.0,0.0,40.47
1/7/2025 0:00,1/7/2025 0:00,782.1,838.2,790.5,36.28,0.0,0.0,36.28,37.81,0.0,0.0,37.81
1/7/2025 1:00,1/7/2025 1:00,750.5,806.5,761.9,36.28,0.0,0.0,36.28,37.75,0.0,0.0,37.75
1/7/2025 2:00,1/7/2025 2:00,721.1,777.0,735.4,36.28,0.0,0.0,36.28,37.69,0.0,0.0,37.69
1/7/2025 3:00,1/7/2025 3:00,717.9,719.9,681.9,36.28,0.0,0.0,36.28,37.68,0.0,0.0,37.68
1/7/2025 4:00,1/7/2025 4:00,744.2,746.3,708.6,36.28,0.0,0.0,36.28,37.74,0.0,0.0,37.74
1/7/2025 5:00,1/7/2025 5:00,760.0,762.1,724.8,36.28,0.0,0.0,36.28,37.77,0.0,0.0,37.77
1/7/2025 6:00,1/7/2025 6:00,818.9,821.2,784.8,36.28,0.0,0.0,36.28,37.89,0.0,0.0,37.89
1/7/2025 7:00,1/7/2025 7:00,867.4,869.4,691.7,36.28,0.0,0.0,36.28,37.99,0.0,0.0,37.99
1/7/2025 8:00,1/7/2025 8:00,914.7,916.3,497.7,36.28,0.0,0.0,36.28,38.08,0.0,0.0,38.08
1/7/2025 9:00,1/7/2025 9:00,942.1,943.7,515.5,36.28,0.0,0.0,36.28,38.14,0.0,0.0,38.14
1/7/2025 10:00,1/7/2025 10:00,961.1,962.8,584.1,36.28,0.0,0.0,36.28,38.18,0.0,0.0,38.18
1/7/2025 11:00,1/7/2025 11:00,957.9,959.7,606.3,36.28,0.0,0.0,36.28,38.17,0.0,0.0,38.17
1/7/2025 12:00,1/7/2025 12:00,950.5,952.3,562.2,36.28,0.0,0.0,36.28,38.16,0.0,0.0,38.16
1/7/2025 13:00,1/7/2025 13:00,913.7,915.2,485.1,36.28,0.0,0.0,36.28,38.08,0.0,0.0,38.08
1/7/2025 14:00,1/7/2025 14:00,908.4,910.1,549.9,36.28,0.0,0.0,36.28,38.07,0.0,0.0,38.07
1/7/2025 15:00,1/7/2025 15:00,915.8,918.2,814.6,36.28,0.0,0.0,36.28,38.09,0.0,0.0,38.09
1/7/2025 16:00,1/7/2025 16:00,996.8,999.2,949.3,38.66,0.0,0.0,38.66,40.76,0.0,0.0,40.76
1/7/2025 17:00,1/7/2025 17:00,1074.7,1075.9,1026.6,41.17,0.0,0.0,41.17,43.59,0.0,0.0,43.59
1/7/2025 18:00,1/7/2025 18:00,1066.3,1068.0,1020.2,41.17,0.0,0.0,41.17,43.57,0.0,0.0,43.57
1/7/2025 19:00,1/7/2025 19:00,1024.2,1026.6,979.0,38.66,0.0,0.0,38.66,40.83,0.0,0.0,40.83
1/7/2025 20:00,1/7/2025 20:00,1001.1,1003.4,957.3,38.66,0.0,0.0,38.66,40.77,0.0,0.0,40.77
1/7/2025 21:00,1/7/2025 21:00,955.8,958.2,912.0,38.66,0.0,0.0,38.66,40.67,0.0,0.0,40.67
1/7/2025 22:00,1/7/2025 22:00,883.2,885.5,837.4,38.66,0.0,0.0,38.66,40.51,0.0,0.0,40.51
1/7/2025 23:00,1/7/2025 23:00,807.4,809.6,765.4,36.28,0.0,0.0,36.28,37.86,0.0,0.0,37.86
1/8/2025 0:00,1/8/2025 0:00,747.4,794.3,752.8,36.28,0.0,0.0,36.28,37.74,0.0,0.0,37.74
1/8/2025 1:00,1/8/2025 1:00,718.9,774.9,734.2,36.28,0.0,0.0,36.28,37.68,0.0,0.0,37.68
1/8/2025 2:00,1/8/2025 2:00,693.7,695.7,653.5,36.28,0.0,0.0,36.28,37.63,0.0,0.0,37.63
1/8/2025 3:00,1/8/2025 3:00,698.9,700.9,658.9,36.28,0.0,0.0,36.28,37.64,0.0,0.0,37.64
1/8/2025 4:00,1/8/2025 4:00,688.4,690.4,648.4,36.28,0.0,0.0,36.28,37.62,0.0,0.0,37.62
1/8/2025 5:00,1/8/2025 5:00,712.6,714.7,674.2,36.28,0.0,0.0,36.28,37.67,0.0,0.0,37.67
1/8/2025 6:00,1/8/2025 6:00,758.9,761.1,721.7,36.28,0.0,0.0,36.28,37.77,0.0,0.0,37.77
1/8/2025 7:00,1/8/2025 7:00,791.6,793.4,600.7,36.28,0.0,0.0,36.28,37.83,0.0,0.0,37.83
1/8/2025 8:00,1/8/2025 8:00,841.1,842.7,529.6,36.28,0.0,0.0,36.28,37.93,0.0,0.0,37.93
1/8/2025 9:00,1/8/2025 9:00,891.6,893.4,613.0,36.28,0.0,0.0,36.28,38.04,0.0,0.0,38.04
1/8/2025 10:00,1/8/2025 10:00,918.9,921.0,680.0,36.28,0.0,0.0,36.28,38.09,0.0,0.0,38.09
1/8/2025 11:00,1/8/2025 11:00,955.8,957.8,661.3,37.66,0.0,0.0,37.66,39.62,0.0,0.0,39.62
1/8/2025 12:00,1/8/2025 12:00,951.6,953.5,632.6,37.66,0.0,0.0,37.66,39.61,0.0,0.0,39.61
1/8/2025 13:00,1/8/2025 13:00,953.7,955.7,656.9,37.66,0.0,0.0,37.66,39.62,0.0,0.0,39.62
1/8/2025 14:00,1/8/2025 14:00,931.6,933.4,576.9,37.66,0.0,0.0,37.66,39.57,0.0,0.0,39.57
1/8/2025 15:00,1/8/2025 15:00,946.3,947.6,848.0,41.17,0.0,0.0,41.17,43.29,0.0,0.0,43.29
1/8/2025 16:00,1/8/2025 16:00,1043.2,1043.4,1010.2,41.59,0.0,0.0,41.59,43.96,0.0,0.0,43.96
1/8/2025 17:00,1/8/2025 17:00,1140.0,1140.1,1103.0,46.24,0.0,0.0,46.24,49.13,0.0,0.0,49.13
1/8/2025 18:00,1/8/2025 18:00,1156.8,1156.9,1117.6,46.24,0.0,0.0,46.24,49.18,0.0,0.0,49.18
1/8/2025 19:00,1/8/2025 19:00,1143.2,1143.2,1103.1,42.72,0.0,0.0,42.72,45.4,0.0,0.0,45.4
1/8/2025 20:00,1/8/2025 20:00,1097.9,1098.0,1059.1,41.59,0.0,0.0,41.59,44.09,0.0,0.0,44.09
1/8/2025 21:00,1/8/2025 21:00,1013.7,1014.0,977.4,41.59,0.0,0.0,41.59,43.89,0.0,0.0,43.89
1/8/2025 22:00,1/8/2025 22:00,943.2,945.1,912.1,40.57,0.0,0.0,40.57,42.65,0.0,0.0,42.65
1/8/2025 23:00,1/8/2025 23:00,861.1,863.4,833.2,38.66,0.0,0.0,38.66,40.46,0.0,0.0,40.46
1/9/2025 0:00,1/9/2025 0:00,805.3,843.8,815.6,36.28,0.0,0.0,36.28,37.86,0.0,0.0,37.86
1/9/2025 1:00,1/9/2025 1:00,765.3,776.3,748.6,36.28,0.0,0.0,36.28,37.78,0.0,0.0,37.78
1/9/2025 2:00,1/9/2025 2:00,764.2,820.3,796.1,36.28,0.0,0.0,36.28,37.78,0.0,0.0,37.78
1/9/2025 3:00,1/9/2025 3:00,761.1,817.2,798.1,36.28,0.0,0.0,36.28,37.77,0.0,0.0,37.77
1/9/2025 4:00,1/9/2025 4:00,791.6,793.9,779.1,36.28,0.0,0.0,36.28,37.83,0.0,0.0,37.83
1/9/2025 5:00,1/9/2025 5:00,862.1,864.5,852.8,38.66,0.0,0.0,38.66,40.47,0.0,0.0,40.47
1/9/2025 6:00,1/9/2025 6:00,1010.5,1010.8,1001.7,41.59,0.0,0.0,41.59,43.88,0.0,0.0,43.88
1/9/2025 7:00,1/9/2025 7:00,1100.0,1100.3,1040.0,49.55,0.0,0.0,49.55,52.54,0.0,0.0,52.54
1/9/2025 8:00,1/9/2025 8:00,1118.9,1119.8,775.2,41.59,0.0,0.0,41.59,44.14,0.0,0.0,44.14
1/9/2025 9:00,1/9/2025 9:00,1125.3,1126.2,736.7,41.59,0.0,0.0,41.59,44.16,0.0,0.0,44.16
